VX, VY, COL, ROW
-0.552492, -0.278389, 47, 26
-0.55632, -0.306231, 47, 27
-0.556021, -0.338465, 47, 28
-0.551129, -0.374447, 47, 29
-0.541163, -0.413487, 47, 30
-0.525657, -0.454852, 47, 31
-0.504159, -0.497713, 47, 32
-0.476311, -0.541176, 47, 33
-0.441843, -0.584192, 47, 34
-0.40065, -0.625644, 47, 35
-0.35286, -0.6643, 47, 36
-0.298891, -0.698887, 47, 37
-0.239508, -0.72818, 47, 38
-0.175811, -0.751089, 47, 39
-0.109209, -0.76681, 47, 40
-0.0412833, -0.774885, 47, 41
0.0262487, -0.775286, 47, 42
0.0917797, -0.768412, 47, 43
0.153911, -0.755029, 47, 44
0.211556, -0.736148, 47, 45
0.263976, -0.712964, 47, 46
0.310794, -0.686631, 47, 47
0.351973, -0.658254, 47, 48
0.387672, -0.628794, 47, 49
-0.201018, -0.488448, 48, 0
-0.251458, -0.472388, 48, 1
-0.242872, -0.474221, 48, 2
-0.234991, -0.475125, 48, 3
-0.228106, -0.475005, 48, 4
-0.222477, -0.473783, 48, 5
-0.21849, -0.47135, 48, 6
-0.216517, -0.467603, 48, 7
-0.217003, -0.462412, 48, 8
-0.220384, -0.45563, 48, 9
-0.22717, -0.447055, 48, 10
-0.237714, -0.43649, 48, 11
-0.252291, -0.423701, 48, 12
-0.2709, -0.408512, 48, 13
-0.293176, -0.390901, 48, 14
-0.318305, -0.371161, 48, 15
-0.345109, -0.35004, 48, 16
-0.372268, -0.328758, 48, 17
-0.398527, -0.308907, 48, 18
-0.423013, -0.292085, 48, 19
-0.445235, -0.27963, 48, 20
-0.464927, -0.272487, 48, 21
-0.482027, -0.271099, 48, 22
-0.496438, -0.275563, 48, 23
-0.508033, -0.285724, 48, 24
-0.516616, -0.301244, 48, 25
-0.521893, -0.321714, 48, 26
-0.523559, -0.346596, 48, 27
-0.52126, -0.375331, 48, 28
-0.514621, -0.407325, 48, 29
-0.503257, -0.441944, 48, 30
-0.48683, -0.478473, 48, 31
-0.464995, -0.51616, 48, 32
-0.43753, -0.554179, 48, 33
-0.404273, -0.5916, 48, 34
-0.365265, -0.627442, 48, 35
-0.320685, -0.660684, 48, 36
-0.270968, -0.690287, 48, 37
-0.216812, -0.715288, 48, 38
-0.159134, -0.734856, 48, 39
-0.0990769, -0.748364, 48, 40
-0.0379476, -0.755479, 48, 41
0.0229503, -0.756171, 48, 42
0.0823244, -0.75073, 48, 43
0.139038, -0.739709, 48, 44
0.192213, -0.723868, 48, 45
0.241151, -0.70412, 48, 46
0.285517, -0.68136, 48, 47
0.325118, -0.656498, 48, 48
0.360032, -0.630342, 48, 49
-0.20435, -0.483797, 49, 0
-0.256286, -0.466936, 49, 1
-0.248924, -0.468555, 49, 2
-0.242326, -0.469315, 49, 3
-0.236724, -0.469146, 49, 4
-0.232362, -0.467979, 49, 5
-0.229557, -0.465726, 49, 6
-0.228648, -0.462297, 49, 7
-0.229933, -0.457608, 49, 8
-0.233789, -0.451542, 49, 9
-0.240509, -0.44399, 49, 10
-0.250355, -0.434827, 49, 11
-0.26341, -0.423973, 49, 12
-0.279607, -0.411395, 49, 13
-0.298589, -0.39722, 49, 14
-0.319746, -0.38178, 49, 15
-0.342218, -0.365707, 49, 16
-0.36507, -0.349891, 49, 17
-0.387388, -0.335429, 49, 18
-0.408448, -0.323431, 49, 19
-0.427723, -0.31488, 49, 20
-0.444861, -0.310509, 49, 21
-0.45965, -0.310748, 49, 22
-0.471892, -0.315778, 49, 23
-0.48141, -0.325547, 49, 24
-0.487981, -0.33986, 49, 25
-0.491346, -0.358409, 49, 26
-0.491248, -0.380755, 49, 27
-0.487394, -0.406414, 49, 28
-0.479468, -0.434868, 49, 29
-0.467179, -0.465535, 49, 30
-0.450278, -0.497767, 49, 31
-0.428506, -0.530887, 49, 32
-0.401734, -0.564136, 49, 33
-0.369921, -0.5967, 49, 34
-0.333163, -0.627732, 49, 35
-0.291629, -0.65641, 49, 36
-0.24582, -0.681843, 49, 37
-0.196304, -0.703282, 49, 38
-0.143876, -0.720071, 49, 39
-0.0894724, -0.731733, 49, 40
-0.0341353, -0.73799, 49, 41
0.0210805, -0.738828, 49, 42
0.0751153, -0.734448, 49, 43
0.127075, -0.725258, 49, 44
0.176198, -0.711836, 49, 45
0.221881, -0.694888, 49, 46
0.263754, -0.675128, 49, 47
0.301649, -0.653273, 49, 48
0.335539, -0.629998, 49, 49
